team_id,team_owner,player_id,player_name_x,position_x,team_x,player_name_y,team_y,position_y,years_kept,draft_value_y1,final_value_y1,keeper_value_y1
368858973010452480,JonBenét Rams,1234,Russell Wilson,QB,SEA,Russell Wilson,SEA,QB,0,21.0,21,35
368858973010452480,JonBenét Rams,1386,Giovani Bernard,RB,TB,Giovani Bernard,TB,RB,0,0.0,0,2
368858973010452480,JonBenét Rams,2238,John Brown,WR,LV,John Brown,LV,WR,0,2.0,2,4
368858973010452480,JonBenét Rams,2325,Nelson Agholor,WR,NE,Nelson Agholor,NE,WR,0,0.0,4,8
368858973010452480,JonBenét Rams,3164,Ezekiel Elliott,RB,DAL,Ezekiel Elliott,DAL,RB,0,55.0,55,59
368858973010452480,JonBenét Rams,3321,Tyreek Hill,WR,KC,Tyreek Hill,KC,WR,0,42.0,42,55
368858973010452480,JonBenét Rams,3328,Rashard Higgins,WR,CLE,Rashard Higgins,CLE,WR,0,0.0,0,2
368858973010452480,JonBenét Rams,4131,Kenny Golladay,WR,NYG,Kenny Golladay,NYG,WR,0,17.0,17,30
368858973010452480,JonBenét Rams,4273,Chris Carson,RB,SEA,Chris Carson,SEA,RB,0,27.0,27,42
368858973010452480,JonBenét Rams,4381,Taysom Hill,QB,NO,Taysom Hill,NO,QB,0,1.0,1,2
368858973010452480,JonBenét Rams,4718,Dare Ogunbowale,RB,JAX,Dare Ogunbowale,JAX,RB,0,0.0,4,8
368858973010452480,JonBenét Rams,4993,Mike Gesicki,TE,MIA,Mike Gesicki,MIA,TE,0,1.0,1,2
368858973010452480,JonBenét Rams,5004,Ito Smith,RB,ARI,Ito Smith,ATL,RB,0,0.0,11,21
368858973010452480,JonBenét Rams,5012,Mark Andrews,TE,BAL,Mark Andrews,BAL,TE,0,13.0,13,24
368858973010452480,JonBenét Rams,5022,Dallas Goedert,TE,PHI,Dallas Goedert,PHI,TE,0,1.0,1,2
368858973010452480,JonBenét Rams,5052,Ronald Jones,RB,TB,Ronald Jones,TB,RB,0,2.0,2,4
368858973010452480,JonBenét Rams,5846,DK Metcalf,WR,SEA,DK Metcalf,SEA,WR,0,9.0,9,17
368858973010452480,JonBenét Rams,5849,Kyler Murray,QB,ARI,Kyler Murray,ARI,QB,0,16.0,16,28
368858973010452480,JonBenét Rams,6063,Tyron Johnson,WR,LAC,Tyron Johnson,LAC,WR,0,0.0,0,2
368858973010452480,JonBenét Rams,6820,Clyde Edwards-Helaire,RB,KC,Clyde Edwards-Helaire,KC,RB,0,48.0,48,58
368858973010452480,JonBenét Rams,6904,Jalen Hurts,QB,PHI,Jalen Hurts,PHI,QB,0,0.0,0,2
368858973010452480,JonBenét Rams,6918,Salvon Ahmed,RB,MIA,Salvon Ahmed,MIA,RB,0,0.0,4,8
368858973010452480,JonBenét Rams,6938,Cam Akers,RB,LAR,Cam Akers,LAR,RB,0,17.0,17,30
562348939237478400,La Panenka,1166,Kirk Cousins,QB,MIN,Kirk Cousins,MIN,QB,0,1.0,1,2
562348939237478400,La Panenka,2133,Davante Adams,WR,GB,Davante Adams,GB,WR,0,35.0,35,50
562348939237478400,La Panenka,2168,Devonta Freeman,RB,NO,Devonta Freeman,BUF,RB,0,1.0,1,2
562348939237478400,La Panenka,2306,Jameis Winston,QB,NO,Jameis Winston,NO,QB,0,0.0,0,2
562348939237478400,La Panenka,2431,Mike Davis,RB,ATL,Mike Davis,ATL,RB,0,0.0,58,61
562348939237478400,La Panenka,3198,Derrick Henry,RB,TEN,Derrick Henry,TEN,RB,0,40.0,40,54
562348939237478400,La Panenka,3200,Sterling Shepard,WR,NYG,Sterling Shepard,NYG,WR,0,1.0,1,2
562348939237478400,La Panenka,3294,Dak Prescott,QB,DAL,Dak Prescott,DAL,QB,0,21.0,21,35
562348939237478400,La Panenka,4034,Christian McCaffrey,RB,CAR,Christian McCaffrey,CAR,RB,0,65.0,65,69
562348939237478400,La Panenka,4149,Jamaal Williams,RB,DET,Jamaal Williams,DET,RB,0,1.0,1,2
562348939237478400,La Panenka,4152,Marlon Mack,RB,IND,Marlon Mack,IND,RB,0,4.0,4,8
562348939237478400,La Panenka,4171,Josh Reynolds,WR,TEN,Josh Reynolds,TEN,WR,0,0.0,0,2
562348939237478400,La Panenka,4602,Robert Tonyan,TE,GB,Robert Tonyan,GB,TE,0,0.0,5,10
562348939237478400,La Panenka,4981,Calvin Ridley,WR,ATL,Calvin Ridley,ATL,WR,0,25.0,25,40
562348939237478400,La Panenka,4985,Rashaad Penny,RB,SEA,Rashaad Penny,SEA,RB,0,0.0,0,2
562348939237478400,La Panenka,5000,Chase Edmonds,RB,ARI,Chase Edmonds,ARI,RB,0,1.0,1,2
562348939237478400,La Panenka,5007,Keke Coutee,WR,HOU,Keke Coutee,HOU,WR,0,0.0,21,35
562348939237478400,La Panenka,5848,Marquise Brown,WR,BAL,Marquise Brown,BAL,WR,0,6.0,6,12
562348939237478400,La Panenka,5967,Tony Pollard,RB,DAL,Tony Pollard,DAL,RB,0,1.0,1,2
562348939237478400,La Panenka,6074,Donald Parham,TE,LAC,Donald Parham,LAC,TE,0,0.0,0,2
562348939237478400,La Panenka,6126,Irv Smith,TE,MIN,Irv Smith,MIN,TE,0,0.0,0,2
562348939237478400,La Panenka,6798,Jalen Reagor,WR,PHI,Jalen Reagor,PHI,WR,0,1.0,1,2
368856473306009600,destes10,1476,Latavius Murray,RB,NO,Latavius Murray,NO,RB,0,5.0,5,10
368856473306009600,destes10,167,Tom Brady,QB,TB,Tom Brady,TB,QB,0,9.0,9,17
368856473306009600,destes10,1689,Adam Thielen,WR,MIN,Adam Thielen,MIN,WR,0,19.0,19,33
368856473306009600,destes10,2216,Mike Evans,WR,TB,Mike Evans,TB,WR,0,23.0,23,38
368856473306009600,destes10,2315,Todd Gurley,RB,,Todd Gurley,ATL,RB,0,23.0,23,38
368856473306009600,destes10,2391,David Johnson,RB,HOU,David Johnson,HOU,RB,0,18.0,18,31
368856473306009600,destes10,4017,Deshaun Watson,QB,HOU,Deshaun Watson,HOU,QB,0,26.0,26,41
368856473306009600,destes10,4018,Joe Mixon,RB,CIN,Joe Mixon,CIN,RB,0,34.0,34,49
368856473306009600,destes10,4037,Chris Godwin,WR,TB,Chris Godwin,TB,WR,0,31.0,31,47
368856473306009600,destes10,4066,Evan Engram,TE,NYG,Evan Engram,NYG,TE,0,6.0,6,12
368856473306009600,destes10,4150,Wayne Gallman,RB,SF,Wayne Gallman,SF,RB,0,0.0,11,21
368856473306009600,destes10,4157,Tarik Cohen,RB,CHI,Tarik Cohen,CHI,RB,0,4.0,4,8
368856473306009600,destes10,4949,Derrius Guice,RB,,Derrius Guice,0,RB,0,0.0,0,2
368856473306009600,destes10,515,Rob Gronkowski,TE,TB,Rob Gronkowski,TB,TE,0,4.0,4,8
368856473306009600,destes10,5284,Jeffery Wilson,RB,SF,Jeffery Wilson,SF,RB,0,0.0,0,2
368856473306009600,destes10,5850,Josh Jacobs,RB,LV,Josh Jacobs,LV,RB,0,34.0,34,49
368856473306009600,destes10,5870,Daniel Jones,QB,NYG,Daniel Jones,NYG,QB,0,3.0,3,6
368856473306009600,destes10,6768,Tua Tagovailoa,QB,MIA,Tua Tagovailoa,MIA,QB,0,12.0,12,22
368856473306009600,destes10,6794,Justin Jefferson,WR,MIN,Justin Jefferson,MIN,WR,0,4.0,4,8
368856473306009600,destes10,6819,Michael Pittman,WR,IND,Michael Pittman,IND,WR,0,3.0,3,6
368856473306009600,destes10,6870,Bryan Edwards,WR,LV,Bryan Edwards,LV,WR,0,1.0,1,2
470079355905634304,SnakefuckFartbox,1049,Ryan Tannehill,QB,TEN,Ryan Tannehill,TEN,QB,0,1.0,1,2
470079355905634304,SnakefuckFartbox,1466,Travis Kelce,TE,KC,Travis Kelce,KC,TE,0,32.0,32,47
470079355905634304,SnakefuckFartbox,1479,Keenan Allen,WR,LAC,Keenan Allen,LAC,WR,0,11.0,11,21
470079355905634304,SnakefuckFartbox,2320,Melvin Gordon,RB,DEN,Melvin Gordon,DEN,RB,0,13.0,13,24
470079355905634304,SnakefuckFartbox,2410,Jamison Crowder,WR,NYJ,Jamison Crowder,NYJ,WR,0,1.0,1,2
470079355905634304,SnakefuckFartbox,4046,Patrick Mahomes,QB,KC,Patrick Mahomes,KC,QB,0,31.0,31,47
470079355905634304,SnakefuckFartbox,4199,Aaron Jones,RB,GB,Aaron Jones,GB,RB,0,29.0,29,45
470079355905634304,SnakefuckFartbox,4351,Tim Patrick,WR,DEN,Tim Patrick,DEN,WR,0,0.0,18,31
470079355905634304,SnakefuckFartbox,4622,Keelan Cole,WR,NYJ,Keelan Cole,NYJ,WR,0,0.0,7,14
470079355905634304,SnakefuckFartbox,4663,Austin Ekeler,RB,LAC,Austin Ekeler,LAC,RB,0,24.0,24,39
470079355905634304,SnakefuckFartbox,4881,Lamar Jackson,QB,BAL,Lamar Jackson,BAL,QB,0,37.0,37,52
470079355905634304,SnakefuckFartbox,4983,D.J. Moore,WR,CAR,D.J. Moore,CAR,WR,0,15.0,15,27
470079355905634304,SnakefuckFartbox,5038,Michael Gallup,WR,DAL,Michael Gallup,DAL,WR,0,4.0,4,8
470079355905634304,SnakefuckFartbox,5137,Richie James,WR,SF,Richie James,SF,WR,0,0.0,16,28
470079355905634304,SnakefuckFartbox,5432,Cam Sims,WR,WAS,Cam Sims,WAS,WR,0,0.0,45,56
470079355905634304,SnakefuckFartbox,5947,Jakobi Meyers,WR,NE,Jakobi Meyers,NE,WR,0,0.0,0,2
470079355905634304,SnakefuckFartbox,5980,Myles Gaskin,RB,MIA,Myles Gaskin,MIA,RB,0,0.0,24,39
470079355905634304,SnakefuckFartbox,6039,Ty Johnson,RB,NYJ,Ty Johnson,NYJ,RB,0,0.0,38,52
470079355905634304,SnakefuckFartbox,6068,Devine Ozigbo,RB,JAX,Devine Ozigbo,JAX,RB,0,1.0,1,2
470079355905634304,SnakefuckFartbox,6148,Preston Williams,WR,MIA,Preston Williams,MIA,WR,0,1.0,1,2
470079355905634304,SnakefuckFartbox,6955,James Robinson,RB,JAX,James Robinson,JAX,RB,0,1.0,1,2
368858554016313344,"Ciao, Roberto",1408,Le'Veon Bell,RB,,Le'Veon Bell,KC,RB,0,11.0,11,21
368858554016313344,"Ciao, Roberto",2449,Stefon Diggs,WR,BUF,Stefon Diggs,BUF,WR,0,4.0,4,8
368858554016313344,"Ciao, Roberto",4035,Alvin Kamara,RB,NO,Alvin Kamara,NO,RB,0,54.0,54,59
368858554016313344,"Ciao, Roberto",4036,Corey Davis,WR,NYJ,Corey Davis,NYJ,WR,0,0.0,1,2
368858554016313344,"Ciao, Roberto",4055,O.J. Howard,TE,TB,O.J. Howard,TB,TE,0,1.0,1,2
368858554016313344,"Ciao, Roberto",421,Matthew Stafford,QB,LAR,Matthew Stafford,LAR,QB,0,4.0,4,8
368858554016313344,"Ciao, Roberto",4217,George Kittle,TE,SF,George Kittle,SF,TE,0,33.0,33,48
368858554016313344,"Ciao, Roberto",4892,Baker Mayfield,QB,CLE,Baker Mayfield,CLE,QB,0,4.0,4,8
368858554016313344,"Ciao, Roberto",5170,Phillip Lindsay,RB,HOU,Phillip Lindsay,HOU,RB,0,5.0,5,10
368858554016313344,"Ciao, Roberto",5185,Allen Lazard,WR,GB,Allen Lazard,GB,WR,0,1.0,1,2
368858554016313344,"Ciao, Roberto",5889,Bryce Love,RB,,Bryce Love,WAS,RB,0,3.0,3,6
368858554016313344,"Ciao, Roberto",5917,Mecole Hardman,WR,KC,Mecole Hardman,KC,WR,0,4.0,4,8
368858554016313344,"Ciao, Roberto",5937,Diontae Johnson,WR,PIT,Diontae Johnson,PIT,WR,0,4.0,4,8
368858554016313344,"Ciao, Roberto",6130,Devin Singletary,RB,BUF,Devin Singletary,BUF,RB,0,9.0,9,17
368858554016313344,"Ciao, Roberto",6789,Henry Ruggs,WR,LV,Henry Ruggs,LV,WR,0,11.0,11,21
368858554016313344,"Ciao, Roberto",6790,D'Andre Swift,RB,DET,D'Andre Swift,DET,RB,0,15.0,15,27
368858554016313344,"Ciao, Roberto",6797,Justin Herbert,QB,LAC,Justin Herbert,LAC,QB,0,5.0,5,10
368858554016313344,"Ciao, Roberto",6804,Jordan Love,QB,GB,Jordan Love,GB,QB,0,0.0,0,2
368858554016313344,"Ciao, Roberto",6826,Cole Kmet,TE,CHI,Cole Kmet,CHI,TE,0,0.0,0,2
368858554016313344,"Ciao, Roberto",6845,Zack Moss,RB,BUF,Zack Moss,BUF,RB,0,4.0,4,8
368858554016313344,"Ciao, Roberto",6878,Anthony McFarland,RB,PIT,Anthony McFarland,PIT,RB,0,0.0,1,2
368858554016313344,"Ciao, Roberto",6886,Chase Claypool,WR,PIT,Chase Claypool,PIT,WR,0,0.0,0,2
368858554016313344,"Ciao, Roberto",6909,Lynn Bowden,WR,MIA,Lynn Bowden,MIA,WR,0,0.0,0,2
472036718309011456,dcombs11,1110,T.Y. Hilton,WR,IND,T.Y. Hilton,IND,WR,0,10.0,10,19
472036718309011456,dcombs11,1339,Zach Ertz,TE,PHI,Zach Ertz,PHI,TE,0,13.0,13,24
472036718309011456,dcombs11,2251,Logan Thomas,TE,WAS,Logan Thomas,WAS,TE,0,0.0,6,12
472036718309011456,dcombs11,2319,DeVante Parker,WR,MIA,DeVante Parker,MIA,WR,0,11.0,11,21
472036718309011456,dcombs11,2374,Tyler Lockett,WR,SEA,Tyler Lockett,SEA,WR,0,21.0,21,35
472036718309011456,dcombs11,2749,Raheem Mostert,RB,SF,Raheem Mostert,SF,RB,0,11.0,11,21
472036718309011456,dcombs11,289,Drew Brees,QB,,Drew Brees,NO,QB,0,6.0,6,12
472036718309011456,dcombs11,3271,Tyler Higbee,TE,LAR,Tyler Higbee,LAR,TE,0,5.0,5,10
472036718309011456,dcombs11,3306,Jordan Howard,RB,PHI,Jordan Howard,PHI,RB,0,4.0,4,8
472036718309011456,dcombs11,3969,Leonard Fournette,RB,TB,Leonard Fournette,TB,RB,0,5.0,5,10
472036718309011456,dcombs11,4040,JuJu Smith-Schuster,WR,PIT,JuJu Smith-Schuster,PIT,WR,0,19.0,19,33
472036718309011456,dcombs11,4098,Kareem Hunt,RB,CLE,Kareem Hunt,CLE,RB,0,8.0,8,16
472036718309011456,dcombs11,4984,Josh Allen,QB,BUF,Josh Allen,BUF,QB,0,6.0,6,12
472036718309011456,dcombs11,5045,Courtland Sutton,WR,DEN,Courtland Sutton,DEN,WR,0,13.0,13,24
472036718309011456,dcombs11,538,Emmanuel Sanders,WR,BUF,Emmanuel Sanders,BUF,WR,0,2.0,2,4
472036718309011456,dcombs11,5890,Damien Harris,RB,NE,Damien Harris,NE,RB,0,9.0,9,17
472036718309011456,dcombs11,5927,Terry McLaurin,WR,WAS,Terry McLaurin,WAS,WR,0,17.0,17,30
472036718309011456,dcombs11,6012,Travis Homer,RB,SEA,Travis Homer,SEA,RB,0,3.0,3,6
472036718309011456,dcombs11,6311,Patrick Laird,RB,MIA,Patrick Laird,MIA,RB,0,0.0,4,8
472036718309011456,dcombs11,6770,Joe Burrow,QB,CIN,Joe Burrow,CIN,QB,0,11.0,11,21
472036718309011456,dcombs11,6786,CeeDee Lamb,WR,DAL,CeeDee Lamb,DAL,WR,0,5.0,5,10
472036718309011456,dcombs11,96,Aaron Rodgers,QB,GB,Aaron Rodgers,GB,QB,0,6.0,6,12
609453711344865280,donkeydonkeydonkey,1144,Cole Beasley,WR,BUF,Cole Beasley,BUF,WR,0,1.0,1,2
609453711344865280,donkeydonkeydonkey,1817,Sammy Watkins,WR,BAL,Sammy Watkins,BAL,WR,0,1.0,1,2
609453711344865280,donkeydonkeydonkey,1992,Allen Robinson,WR,CHI,Allen Robinson,CHI,WR,0,17.0,17,30
609453711344865280,donkeydonkeydonkey,2028,Derek Carr,QB,LV,Derek Carr,LV,QB,0,1.0,1,2
609453711344865280,donkeydonkeydonkey,2382,Duke Johnson,RB,,Duke Johnson,HOU,RB,0,1.0,1,2
609453711344865280,donkeydonkeydonkey,3161,Carson Wentz,QB,IND,Carson Wentz,IND,QB,0,4.0,4,8
609453711344865280,donkeydonkeydonkey,3214,Hunter Henry,TE,NE,Hunter Henry,NE,TE,0,2.0,2,4
609453711344865280,donkeydonkeydonkey,3242,Kenyan Drake,RB,LV,Kenyan Drake,LV,RB,0,24.0,24,39
609453711344865280,donkeydonkeydonkey,4068,Mike Williams,WR,LAC,Mike Williams,LAC,WR,0,1.0,1,2
609453711344865280,donkeydonkeydonkey,4866,Saquon Barkley,RB,NYG,Saquon Barkley,NYG,RB,0,57.0,57,60
609453711344865280,donkeydonkeydonkey,4951,D.J. Chark,WR,JAX,D.J. Chark,JAX,WR,0,4.0,4,8
609453711344865280,donkeydonkeydonkey,5013,Anthony Miller,WR,HOU,Anthony Miller,CHI,WR,0,1.0,1,2
609453711344865280,donkeydonkeydonkey,536,Antonio Brown,WR,TB,Antonio Brown,TB,WR,0,1.0,1,2
609453711344865280,donkeydonkeydonkey,5844,T.J. Hockenson,TE,DET,T.J. Hockenson,DET,TE,0,1.0,1,2
609453711344865280,donkeydonkeydonkey,5880,Parris Campbell,WR,IND,Parris Campbell,IND,WR,0,1.0,1,2
609453711344865280,donkeydonkeydonkey,5892,David Montgomery,RB,CHI,David Montgomery,CHI,RB,0,8.0,8,16
609453711344865280,donkeydonkeydonkey,6059,Travis Fulgham,WR,PHI,Travis Fulgham,PHI,WR,0,0.0,38,52
609453711344865280,donkeydonkeydonkey,6149,Darius Slayton,WR,NYG,Darius Slayton,NYG,WR,0,1.0,1,2
609453711344865280,donkeydonkeydonkey,6151,Miles Sanders,RB,PHI,Miles Sanders,PHI,RB,0,30.0,30,46
609453711344865280,donkeydonkeydonkey,6156,Benny Snell,RB,PIT,Benny Snell,PIT,RB,0,1.0,1,2
609453711344865280,donkeydonkeydonkey,6849,Denzel Mims,WR,NYJ,Denzel Mims,NYJ,WR,0,2.0,2,4
609453711344865280,donkeydonkeydonkey,7045,Joshua Kelley,RB,LAC,Joshua Kelley,LAC,RB,0,1.0,1,2
369148882577543168,Doo-doo birds ,138,Ben Roethlisberger,QB,PIT,Ben Roethlisberger,PIT,QB,0,2.0,2,4
369148882577543168,Doo-doo birds ,1426,DeAndre Hopkins,WR,ARI,DeAndre Hopkins,ARI,WR,0,33.0,33,48
369148882577543168,Doo-doo birds ,1592,Darren Fells,TE,DET,Darren Fells,DET,TE,0,0.0,2,4
369148882577543168,Doo-doo birds ,1825,Jarvis Landry,WR,CLE,Jarvis Landry,CLE,WR,0,5.0,5,10
369148882577543168,Doo-doo birds ,2078,Odell Beckham,WR,CLE,Odell Beckham,CLE,WR,0,23.0,23,38
369148882577543168,Doo-doo birds ,2197,Brandin Cooks,WR,HOU,Brandin Cooks,HOU,WR,0,5.0,5,10
369148882577543168,Doo-doo birds ,2309,Amari Cooper,WR,DAL,Amari Cooper,DAL,WR,0,16.0,16,28
369148882577543168,Doo-doo birds ,24,Matt Ryan,QB,ATL,Matt Ryan,ATL,QB,0,6.0,6,12
369148882577543168,Doo-doo birds ,2505,Darren Waller,TE,LV,Darren Waller,LV,TE,0,5.0,5,10
369148882577543168,Doo-doo birds ,2588,Malcolm Brown,RB,MIA,Malcolm Brown,MIA,RB,0,0.0,3,6
369148882577543168,Doo-doo birds ,268,Alex Smith,QB,,Alex Smith,WAS,QB,0,0.0,23,38
369148882577543168,Doo-doo birds ,3157,Will Fuller,WR,MIA,Will Fuller,MIA,WR,0,16.0,16,28
369148882577543168,Doo-doo birds ,3163,Jared Goff,QB,DET,Jared Goff,DET,QB,0,1.0,1,2
369148882577543168,Doo-doo birds ,4082,Curtis Samuel,WR,WAS,Curtis Samuel,WAS,WR,0,1.0,1,2
369148882577543168,Doo-doo birds ,4137,James Conner,RB,ARI,James Conner,ARI,RB,0,27.0,27,42
369148882577543168,Doo-doo birds ,4454,Kendrick Bourne,WR,NE,Kendrick Bourne,NE,WR,0,0.0,2,4
369148882577543168,Doo-doo birds ,5248,Gus Edwards,RB,BAL,Gus Edwards,BAL,RB,0,0.0,0,2
369148882577543168,Doo-doo birds ,5878,N'Keal Harry,WR,NE,N'Keal Harry,NE,WR,0,2.0,2,4
369148882577543168,Doo-doo birds ,6783,Jerry Jeudy,WR,DEN,Jerry Jeudy,DEN,WR,0,4.0,4,8
369148882577543168,Doo-doo birds ,6945,Antonio Gibson,RB,WAS,Antonio Gibson,WAS,RB,0,9.0,9,17
368855434582327296,The San Francisco 49ers,1352,Robert Woods,WR,LAR,Robert Woods,LAR,WR,0,8.0,8,16
368855434582327296,The San Francisco 49ers,1837,Jimmy Garoppolo,QB,SF,Jimmy Garoppolo,SF,QB,0,8.0,8,16
368855434582327296,The San Francisco 49ers,19,Joe Flacco,QB,PHI,Joe Flacco,PHI,QB,0,0.0,0,2
368855434582327296,The San Francisco 49ers,2152,Teddy Bridgewater,QB,DEN,Teddy Bridgewater,DEN,QB,0,2.0,2,4
368855434582327296,The San Francisco 49ers,3225,Tyler Boyd,WR,CIN,Tyler Boyd,CIN,WR,0,6.0,6,12
368855434582327296,The San Francisco 49ers,3976,Mitchell Trubisky,QB,BUF,Mitchell Trubisky,BUF,QB,0,1.0,1,2
368855434582327296,The San Francisco 49ers,4039,Cooper Kupp,WR,LAR,Cooper Kupp,LAR,WR,0,9.0,9,17
368855434582327296,The San Francisco 49ers,4319,Zach Pascal,WR,IND,Zach Pascal,IND,WR,0,0.0,0,2
368855434582327296,The San Francisco 49ers,4962,Sony Michel,RB,NE,Sony Michel,NE,RB,0,3.0,3,6
368855434582327296,The San Francisco 49ers,4973,Hayden Hurst,TE,ATL,Hayden Hurst,ATL,TE,0,2.0,2,4
368855434582327296,The San Francisco 49ers,5110,Russell Gage,WR,ATL,Russell Gage,ATL,WR,0,0.0,0,2
368855434582327296,The San Francisco 49ers,5857,Noah Fant,TE,DEN,Noah Fant,DEN,TE,0,3.0,3,6
368855434582327296,The San Francisco 49ers,5872,Deebo Samuel,WR,SF,Deebo Samuel,SF,WR,0,8.0,8,16
368855434582327296,The San Francisco 49ers,6801,Tee Higgins,WR,CIN,Tee Higgins,CIN,WR,0,1.0,1,2
368855434582327296,The San Francisco 49ers,6803,Brandon Aiyuk,WR,SF,Brandon Aiyuk,SF,WR,0,3.0,3,6
368855434582327296,The San Francisco 49ers,6806,J.K. Dobbins,RB,BAL,J.K. Dobbins,BAL,RB,0,5.0,5,10
368855434582327296,The San Francisco 49ers,6813,Jonathan Taylor,RB,IND,Jonathan Taylor,IND,RB,0,20.0,20,34
368855434582327296,The San Francisco 49ers,6828,A.J. Dillon,RB,GB,A.J. Dillon,GB,RB,0,1.0,1,2
368855434582327296,The San Francisco 49ers,6853,Van Jefferson,WR,LAR,Van Jefferson,LAR,WR,0,0.0,0,2
368855434582327296,The San Francisco 49ers,6885,Ke'Shawn Vaughn,RB,TB,Ke'Shawn Vaughn,TB,RB,0,1.0,1,2
368855434582327296,The San Francisco 49ers,6908,La'Mical Perine,RB,NYJ,La'Mical Perine,NYJ,RB,0,0.0,5,10
368855434582327296,The San Francisco 49ers,6931,DeeJay Dallas,RB,SEA,DeeJay Dallas,SEA,RB,0,0.0,0,2
368855434582327296,The San Francisco 49ers,7064,Darrynton Evans,RB,TEN,Darrynton Evans,TEN,RB,0,0.0,0,2
470238466798514176,SBP,1067,Marvin Jones,WR,JAX,Marvin Jones,JAX,WR,0,1.0,1,2
470238466798514176,SBP,3199,Michael Thomas,WR,NO,Michael Thomas,NO,WR,0,52.0,52,59
470238466798514176,SBP,331,Philip Rivers,QB,,Philip Rivers,IND,QB,0,2.0,2,4
470238466798514176,SBP,3423,Robby Anderson,WR,CAR,Robby Anderson,CAR,WR,0,1.0,1,2
470238466798514176,SBP,3664,J.D. McKissic,RB,WAS,J.D. McKissic,WAS,RB,0,0.0,11,21
470238466798514176,SBP,4029,Dalvin Cook,RB,MIN,Dalvin Cook,MIN,RB,0,47.0,47,57
470238466798514176,SBP,4144,Jonnu Smith,TE,NE,Jonnu Smith,NE,TE,0,1.0,1,2
470238466798514176,SBP,4464,Nick Mullens,QB,PHI,Nick Mullens,PHI,QB,0,0.0,2,4
470238466798514176,SBP,4943,Sam Darnold,QB,CAR,Sam Darnold,CAR,QB,0,1.0,1,2
470238466798514176,SBP,4988,Nick Chubb,RB,CLE,Nick Chubb,CLE,RB,0,32.0,32,47
470238466798514176,SBP,5347,Nyheim Hines,RB,IND,Nyheim Hines,IND,RB,0,1.0,1,2
470238466798514176,SBP,5854,Drew Lock,QB,DEN,Drew Lock,DEN,QB,0,1.0,1,2
470238466798514176,SBP,5859,A.J. Brown,WR,TEN,A.J. Brown,TEN,WR,0,14.0,14,25
470238466798514176,SBP,5916,Darrell Henderson,RB,LAR,Darrell Henderson,LAR,RB,0,1.0,1,2
470238466798514176,SBP,5987,Alexander Mattison,RB,MIN,Alexander Mattison,MIN,RB,0,1.0,1,2
470238466798514176,SBP,6011,Gardner Minshew,QB,JAX,Gardner Minshew,JAX,QB,0,1.0,1,2
470238466798514176,SBP,616,Jimmy Graham,TE,CHI,Jimmy Graham,CHI,TE,0,0.0,4,8
470238466798514176,SBP,6744,Greg Ward,WR,PHI,Greg Ward,PHI,WR,0,0.0,4,8
470238466798514176,SBP,6814,Laviska Shenault,WR,JAX,Laviska Shenault,JAX,WR,0,1.0,1,2
470238466798514176,SBP,6996,Jamycal Hasty,RB,SF,Jamycal Hasty,SF,RB,0,0.0,7,14
470238466798514176,SBP,7084,Jake Luton,QB,JAX,Jake Luton,JAX,QB,0,0.0,5,10
470238466798514176,SBP,947,Julio Jones,WR,TEN,Julio Jones,TEN,WR,0,32.0,32,47
